# Created by Octave 2.1.33, Thu Apr 26 16:21:52 2001 EDT <johnc@kazoo.ncnr.nist.gov>
# name: sample
# type: matrix
# rows: 128
# columns: 128
8.0 8.0 3.0 3.0 11.0 11.0 20.0 20.0 28.0 28.0 21.0 21.0 22.0 22.0 18.0 18.0 28.0 28.0 32.0 32.0 20.0 20.0 22.0 22.0 33.0 33.0 34.0 34.0 24.0 24.0 21.0 21.0 27.0 27.0 18.0 18.0 17.0 17.0 23.0 23.0 32.0 32.0 30.0 30.0 32.0 32.0 42.0 42.0 33.0 33.0 32.0 32.0 41.0 41.0 47.0 47.0 39.0 39.0 43.0 43.0 65.0 65.0 79.0 79.0 71.0 71.0 70.0 70.0 57.0 57.0 59.0 59.0 54.0 54.0 38.0 38.0 44.0 44.0 31.0 31.0 34.0 34.0 30.0 30.0 20.0 20.0 29.0 29.0 23.0 23.0 26.0 26.0 26.0 26.0 26.0 26.0 20.0 20.0 22.0 22.0 23.0 23.0 18.0 18.0 20.0 20.0 24.0 24.0 24.0 24.0 23.0 23.0 22.0 22.0 25.0 25.0 18.0 18.0 16.0 16.0 16.0 16.0 2.0 2.0 0.0 0.0 1.0 1.0
8.0 8.0 3.0 3.0 11.0 11.0 20.0 20.0 28.0 28.0 21.0 21.0 22.0 22.0 18.0 18.0 28.0 28.0 32.0 32.0 20.0 20.0 22.0 22.0 33.0 33.0 34.0 34.0 24.0 24.0 21.0 21.0 27.0 27.0 18.0 18.0 17.0 17.0 23.0 23.0 32.0 32.0 30.0 30.0 32.0 32.0 42.0 42.0 33.0 33.0 32.0 32.0 41.0 41.0 47.0 47.0 39.0 39.0 43.0 43.0 65.0 65.0 79.0 79.0 71.0 71.0 70.0 70.0 57.0 57.0 59.0 59.0 54.0 54.0 38.0 38.0 44.0 44.0 31.0 31.0 34.0 34.0 30.0 30.0 20.0 20.0 29.0 29.0 23.0 23.0 26.0 26.0 26.0 26.0 26.0 26.0 20.0 20.0 22.0 22.0 23.0 23.0 18.0 18.0 20.0 20.0 24.0 24.0 24.0 24.0 23.0 23.0 22.0 22.0 25.0 25.0 18.0 18.0 16.0 16.0 16.0 16.0 2.0 2.0 0.0 0.0 1.0 1.0
0.0 0.0 13.0 13.0 16.0 16.0 19.0 19.0 30.0 30.0 24.0 24.0 23.0 23.0 26.0 26.0 15.0 15.0 26.0 26.0 19.0 19.0 24.0 24.0 27.0 27.0 29.0 29.0 34.0 34.0 30.0 30.0 27.0 27.0 31.0 31.0 29.0 29.0 23.0 23.0 26.0 26.0 31.0 31.0 26.0 26.0 34.0 34.0 37.0 37.0 53.0 53.0 39.0 39.0 46.0 46.0 56.0 56.0 88.0 88.0 92.0 92.0 101.0 101.0 85.0 85.0 107.0 107.0 99.0 99.0 71.0 71.0 67.0 67.0 54.0 54.0 54.0 54.0 42.0 42.0 38.0 38.0 31.0 31.0 29.0 29.0 27.0 27.0 27.0 27.0 36.0 36.0 31.0 31.0 30.0 30.0 29.0 29.0 36.0 36.0 21.0 21.0 24.0 24.0 23.0 23.0 33.0 33.0 17.0 17.0 25.0 25.0 18.0 18.0 19.0 19.0 24.0 24.0 23.0 23.0 21.0 21.0 18.0 18.0 8.0 8.0 3.0 3.0
0.0 0.0 13.0 13.0 16.0 16.0 19.0 19.0 30.0 30.0 24.0 24.0 23.0 23.0 26.0 26.0 15.0 15.0 26.0 26.0 19.0 19.0 24.0 24.0 27.0 27.0 29.0 29.0 34.0 34.0 30.0 30.0 27.0 27.0 31.0 31.0 29.0 29.0 23.0 23.0 26.0 26.0 31.0 31.0 26.0 26.0 34.0 34.0 37.0 37.0 53.0 53.0 39.0 39.0 46.0 46.0 56.0 56.0 88.0 88.0 92.0 92.0 101.0 101.0 85.0 85.0 107.0 107.0 99.0 99.0 71.0 71.0 67.0 67.0 54.0 54.0 54.0 54.0 42.0 42.0 38.0 38.0 31.0 31.0 29.0 29.0 27.0 27.0 27.0 27.0 36.0 36.0 31.0 31.0 30.0 30.0 29.0 29.0 36.0 36.0 21.0 21.0 24.0 24.0 23.0 23.0 33.0 33.0 17.0 17.0 25.0 25.0 18.0 18.0 19.0 19.0 24.0 24.0 23.0 23.0 21.0 21.0 18.0 18.0 8.0 8.0 3.0 3.0
2.0 2.0 23.0 23.0 24.0 24.0 26.0 26.0 16.0 16.0 20.0 20.0 31.0 31.0 21.0 21.0 23.0 23.0 24.0 24.0 27.0 27.0 34.0 34.0 24.0 24.0 31.0 31.0 30.0 30.0 30.0 30.0 27.0 27.0 23.0 23.0 25.0 25.0 24.0 24.0 31.0 31.0 41.0 41.0 33.0 33.0 54.0 54.0 55.0 55.0 59.0 59.0 67.0 67.0 78.0 78.0 85.0 85.0 101.0 101.0 133.0 133.0 155.0 155.0 128.0 128.0 137.0 137.0 110.0 110.0 87.0 87.0 74.0 74.0 62.0 62.0 37.0 37.0 44.0 44.0 46.0 46.0 48.0 48.0 46.0 46.0 28.0 28.0 22.0 22.0 33.0 33.0 38.0 38.0 27.0 27.0 25.0 25.0 22.0 22.0 25.0 25.0 32.0 32.0 19.0 19.0 22.0 22.0 30.0 30.0 21.0 21.0 23.0 23.0 22.0 22.0 19.0 19.0 26.0 26.0 19.0 19.0 23.0 23.0 13.0 13.0 2.0 2.0
2.0 2.0 23.0 23.0 24.0 24.0 26.0 26.0 16.0 16.0 20.0 20.0 31.0 31.0 21.0 21.0 23.0 23.0 24.0 24.0 27.0 27.0 34.0 34.0 24.0 24.0 31.0 31.0 30.0 30.0 30.0 30.0 27.0 27.0 23.0 23.0 25.0 25.0 24.0 24.0 31.0 31.0 41.0 41.0 33.0 33.0 54.0 54.0 55.0 55.0 59.0 59.0 67.0 67.0 78.0 78.0 85.0 85.0 101.0 101.0 133.0 133.0 155.0 155.0 128.0 128.0 137.0 137.0 110.0 110.0 87.0 87.0 74.0 74.0 62.0 62.0 37.0 37.0 44.0 44.0 46.0 46.0 48.0 48.0 46.0 46.0 28.0 28.0 22.0 22.0 33.0 33.0 38.0 38.0 27.0 27.0 25.0 25.0 22.0 22.0 25.0 25.0 32.0 32.0 19.0 19.0 22.0 22.0 30.0 30.0 21.0 21.0 23.0 23.0 22.0 22.0 19.0 19.0 26.0 26.0 19.0 19.0 23.0 23.0 13.0 13.0 2.0 2.0
3.0 3.0 25.0 25.0 26.0 26.0 14.0 14.0 14.0 14.0 21.0 21.0 27.0 27.0 26.0 26.0 13.0 13.0 22.0 22.0 21.0 21.0 23.0 23.0 21.0 21.0 18.0 18.0 30.0 30.0 34.0 34.0 23.0 23.0 32.0 32.0 30.0 30.0 39.0 39.0 25.0 25.0 22.0 22.0 40.0 40.0 31.0 31.0 38.0 38.0 55.0 55.0 70.0 70.0 58.0 58.0 87.0 87.0 118.0 118.0 147.0 147.0 142.0 142.0 142.0 142.0 149.0 149.0 134.0 134.0 131.0 131.0 91.0 91.0 63.0 63.0 52.0 52.0 45.0 45.0 54.0 54.0 52.0 52.0 39.0 39.0 30.0 30.0 36.0 36.0 29.0 29.0 35.0 35.0 27.0 27.0 25.0 25.0 27.0 27.0 23.0 23.0 35.0 35.0 29.0 29.0 17.0 17.0 21.0 21.0 24.0 24.0 26.0 26.0 21.0 21.0 24.0 24.0 24.0 24.0 13.0 13.0 24.0 24.0 20.0 20.0 4.0 4.0
3.0 3.0 25.0 25.0 26.0 26.0 14.0 14.0 14.0 14.0 21.0 21.0 27.0 27.0 26.0 26.0 13.0 13.0 22.0 22.0 21.0 21.0 23.0 23.0 21.0 21.0 18.0 18.0 30.0 30.0 34.0 34.0 23.0 23.0 32.0 32.0 30.0 30.0 39.0 39.0 25.0 25.0 22.0 22.0 40.0 40.0 31.0 31.0 38.0 38.0 55.0 55.0 70.0 70.0 58.0 58.0 87.0 87.0 118.0 118.0 147.0 147.0 142.0 142.0 142.0 142.0 149.0 149.0 134.0 134.0 131.0 131.0 91.0 91.0 63.0 63.0 52.0 52.0 45.0 45.0 54.0 54.0 52.0 52.0 39.0 39.0 30.0 30.0 36.0 36.0 29.0 29.0 35.0 35.0 27.0 27.0 25.0 25.0 27.0 27.0 23.0 23.0 35.0 35.0 29.0 29.0 17.0 17.0 21.0 21.0 24.0 24.0 26.0 26.0 21.0 21.0 24.0 24.0 24.0 24.0 13.0 13.0 24.0 24.0 20.0 20.0 4.0 4.0
6.0 6.0 30.0 30.0 27.0 27.0 27.0 27.0 38.0 38.0 16.0 16.0 21.0 21.0 29.0 29.0 18.0 18.0 19.0 19.0 31.0 31.0 25.0 25.0 20.0 20.0 30.0 30.0 42.0 42.0 34.0 34.0 35.0 35.0 31.0 31.0 32.0 32.0 39.0 39.0 37.0 37.0 32.0 32.0 39.0 39.0 47.0 47.0 35.0 35.0 55.0 55.0 77.0 77.0 80.0 80.0 88.0 88.0 150.0 150.0 143.0 143.0 163.0 163.0 168.0 168.0 134.0 134.0 143.0 143.0 102.0 102.0 80.0 80.0 68.0 68.0 72.0 72.0 41.0 41.0 49.0 49.0 36.0 36.0 46.0 46.0 41.0 41.0 40.0 40.0 42.0 42.0 28.0 28.0 34.0 34.0 34.0 34.0 33.0 33.0 29.0 29.0 18.0 18.0 23.0 23.0 30.0 30.0 22.0 22.0 28.0 28.0 22.0 22.0 23.0 23.0 26.0 26.0 14.0 14.0 15.0 15.0 22.0 22.0 35.0 35.0 4.0 4.0
6.0 6.0 30.0 30.0 27.0 27.0 27.0 27.0 38.0 38.0 16.0 16.0 21.0 21.0 29.0 29.0 18.0 18.0 19.0 19.0 31.0 31.0 25.0 25.0 20.0 20.0 30.0 30.0 42.0 42.0 34.0 34.0 35.0 35.0 31.0 31.0 32.0 32.0 39.0 39.0 37.0 37.0 32.0 32.0 39.0 39.0 47.0 47.0 35.0 35.0 55.0 55.0 77.0 77.0 80.0 80.0 88.0 88.0 150.0 150.0 143.0 143.0 163.0 163.0 168.0 168.0 134.0 134.0 143.0 143.0 102.0 102.0 80.0 80.0 68.0 68.0 72.0 72.0 41.0 41.0 49.0 49.0 36.0 36.0 46.0 46.0 41.0 41.0 40.0 40.0 42.0 42.0 28.0 28.0 34.0 34.0 34.0 34.0 33.0 33.0 29.0 29.0 18.0 18.0 23.0 23.0 30.0 30.0 22.0 22.0 28.0 28.0 22.0 22.0 23.0 23.0 26.0 26.0 14.0 14.0 15.0 15.0 22.0 22.0 35.0 35.0 4.0 4.0
